192.000000,-0.250000,0.000000,-0.506187,-0.077125
192.000000,-0.187500,0.000000,-0.505938,-0.076937
192.000000,-0.062500,0.062500,-0.506000,-0.076063
192.000000,0.000000,0.187500,-0.506000,-0.075687
192.000000,0.125000,0.312500,-0.505875,-0.074813
192.000000,0.312500,0.500000,-0.505625,-0.074813
192.000000,0.375000,0.562500,-0.505562,-0.074437
192.000000,0.562500,0.687500,-0.505312,-0.073875
192.000000,0.687500,0.875000,-0.505500,-0.073688
192.000000,0.812500,1.000000,-0.505000,-0.073375
192.000000,0.937500,1.125000,-0.505250,-0.073187
192.000000,1.062500,1.187500,-0.505187,-0.072875
192.000000,1.187500,1.312500,-0.505250,-0.072562
192.000000,1.250000,1.437500,-0.505562,-0.072562
191.187500,1.375000,1.500000,-0.505437,-0.072187
191.125000,1.437500,1.562500,-0.505312,-0.072125
190.875000,1.500000,1.687500,-0.505437,-0.072250
190.687500,1.625000,1.750000,-0.505312,-0.072062
190.750000,1.687500,1.875000,-0.505125,-0.071375
190.500000,1.812500,1.937500,-0.505125,-0.071375
190.000000,1.875000,2.000000,-0.505187,-0.070688
189.687500,2.000000,2.125000,-0.505187,-0.070562
189.562500,2.125000,2.250000,-0.505500,-0.070375
189.562500,2.187500,2.375000,-0.505187,-0.070125
189.562500,2.312500,2.437500,-0.505063,-0.070187
189.500000,2.375000,2.562500,-0.504938,-0.069563
189.500000,2.500000,2.625000,-0.504938,-0.069625
189.125000,2.562500,2.750000,-0.505000,-0.069625
188.750000,2.687500,2.812500,-0.504875,-0.069250
188.687500,2.812500,2.937500,-0.504687,-0.069000
188.562500,2.875000,3.062500,-0.504375,-0.069000
188.500000,3.000000,3.125000,-0.504625,-0.068812
188.062500,3.062500,3.187500,-0.504625,-0.068625
187.562500,3.125000,3.250000,-0.504687,-0.068812
187.187500,3.187500,3.375000,-0.504625,-0.068438
187.000000,3.250000,3.437500,-0.504375,-0.068562
186.750000,3.312500,3.500000,-0.504125,-0.068375
186.750000,3.375000,3.562500,-0.504375,-0.068562
186.750000,3.437500,3.625000,-0.504437,-0.068375
186.750000,3.562500,3.750000,-0.504312,-0.068250
186.750000,3.625000,3.812500,-0.504062,-0.067875
186.750000,3.687500,3.875000,-0.504250,-0.067562
186.750000,3.750000,3.937500,-0.504312,-0.067188
186.750000,3.875000,4.062500,-0.503937,-0.067375
186.250000,3.937500,4.125000,-0.503750,-0.066937
185.812500,4.000000,4.187500,-0.504125,-0.066625
185.312500,4.125000,4.312500,-0.504000,-0.066500
185.250000,4.187500,4.375000,-0.503875,-0.066688
184.750000,4.312500,4.500000,-0.503625,-0.066625
184.625000,4.375000,4.562500,-0.503875,-0.066250
184.562500,4.500000,4.625000,-0.503750,-0.066125
184.125000,4.562500,4.750000,-0.503812,-0.066125
183.625000,4.687500,4.812500,-0.503437,-0.065687
183.437500,4.750000,4.937500,-0.503250,-0.065625
183.125000,4.812500,5.000000,-0.503437,-0.065125
182.437500,4.875000,5.062500,-0.503437,-0.064938
182.000000,4.937500,5.125000,-0.503062,-0.064938
182.000000,5.000000,5.187500,-0.503375,-0.064687
181.437500,5.062500,5.250000,-0.503375,-0.064625
181.250000,5.125000,5.312500,-0.503313,-0.064375
181.312500,5.187500,5.375000,-0.503000,-0.064812
181.062500,5.250000,5.437500,-0.503375,-0.064437
180.750000,5.250000,5.500000,-0.503000,-0.064063
180.250000,5.312500,5.500000,-0.503000,-0.063937
179.937500,5.375000,5.625000,-0.503375,-0.063625
179.812500,5.437500,5.687500,-0.502937,-0.063688
179.562500,5.500000,5.687500,-0.502812,-0.063125
179.562500,5.562500,5.750000,-0.502750,-0.063375
179.250000,5.625000,5.812500,-0.502625,-0.062937
